Comment,Predicted Class,Label
can please learn,interrogative,4
god course,positive,1
amaze mosh lot love india wish hapy christmas,positive,1
mosh best teacher world,positive,1
use video another way english mosh,positive,1
thank much help much be go purchase ful course also want enrol several course wel want know could download course monthly aces membership can study course ofline,imperative,5
sir mosh way teach be best love student,positive,1
wil ful course make available udemy ?,interrogative,4
awesome video thank much make video i 'm go purchase ful course,positive,1
yoho java video thanks lot,positive,1
what javascript ?,interrogative,4
please make video cover topic d algos java,imperative,5
anybody have premium course d algo ?,interrogative,4
sir please teach data structure algorithm do tutorial d algos,imperative,5
wil available udemy ?,interrogative,4
hi mosh video be awesome have data structure exam month be humble request pls upload video treshash table avl tre etc quickly can prepare exam problem be can not buy course pls help regard thanks,positive,1
please use make another video d though concept be would helpful u microsoft developer,imperative,5
nice,positive,1
helo mr mosh can make video graph right away please ?,interrogative,4
hey mosh realy enjoy learn video bought nodejs course be fantastic could please make course docker relevant stuf would realy apreciate,interrogative,4
reply mosh,imperative,5
what do indicates bro,interrogative,4
mosh can se part part part site individual part be have separate charge ?,interrogative,4
have get moshomaniai be not able learn teacher start watch videosgreat workwaiting christmas present do create video future cure learningsicknes,imperative,5
be awesome mosh great tutorial mosh please make course design patern,imperative,5
hi mosh be java part come algo part ? ? please respond,imperative,5
hi bos work almost month make litle project winformsdesktop framework work aspnet mvc web framework make crud ap someone say learn python django be confuse confuse confuse confuse which one learn carer python net but another one say python best machine learn like stuf not god large web project specialy busines aps like po inventory type project please please please guide chose,imperative,5
hi mosh can find whole course udemy want ful course not please upload ful course udemy please reply,interrogative,4
thanks mosh,positive,1
thanks sir,positive,1
mosh please make beautiful project djangopython ful stack kind level gift upcoming thank mery christmas,imperative,5
thanks muchfor wonderful tutorialplz upload android,imperative,5
can become god python programer age please reply,interrogative,4
would upload course udemy ? would great do,interrogative,4
thanks man,positive,1
bought data structure course asociate videoand plan cod java highly recomend buying,imperative,5
be udemy ?,interrogative,4
great hey mosh please record ful course vuejs,positive,1
realy god se youi be wait new course be amaze what ask one question wil course data analysis python data science python two field be grow day day thanks advance,interrogative,4
want cheat shet exist ?,interrogative,4
be great man,positive,1
helo mosh thanks but could se course wel ? wil glad javarians,positive,1
nice lecture,positive,1
be think buying courseand poped,miscellaneous,6
realy nice tutorial,positive,1
be amaze course teacher what ned thx lot,positive,1
be great sir realy make thing easy thank sir be first time understand what be datastructure,positive,1
graduate botcamp begin aply job tho wek come score,miscellaneous,6
have single heart win heart every time,positive,1
thanks mosh,positive,1
java v python which be best india ? ?,interrogative,4
god tutorial mosh sir,positive,1
awesome,positive,1
thank mosh awesome video always,positive,1
mobile user intro what be big o ? olog space complexity understand aray work aray exercise building aray solution create aray clas solution insert solution remove solution indexof dynamic aray link list introduction what be link list ? work link list exercise building link list solution adlast solution adfirst solution indexof solution contains solution removefirst solution removelast,miscellaneous,6
thank tomorow exam thanks mosh,positive,1
thank much mosh rock,positive,1
wel moment ask parent christmas subscription watch mosh course son saw have video topic instantly bought subscription course told parent would christmas gift thanks would much apreciate since be trouble how teacher explain university lot variable abcskmnakfwofkvms no real example,negative,2
how paid part course site mosh ?,interrogative,4
do javascript ful tutorial like python tutorial,interrogative,4
thank mosh,positive,1
im wait next course data structure algorithm,imperative,5
please do data structure algorithm python wel,imperative,5
can do another course java design patern,interrogative,4
amaze content thanks share,positive,1
i 'm search algorithmbefore email send thanks lot,positive,1
simply without fluf amaze,positive,1
hi mosh why not complete coursetutorial f ?,interrogative,4
wil make part,interrogative,4
lop end count alternatively decrease count count lop,interrogative,4
have ever ofer job microsoft gogle amazon one thing be stil job be it ?,interrogative,4
wow i 'm take data structure java next semester wil helpful thanks,positive,1
hi sir,miscellaneous,6
thank uploadingi be learn python java video but what use have program job but stil learn but like,positive,1
get do ask c teacher do have source learn data structure say use bok get home se recomendation thing aint ad,positive,1
hi mosh fan student fel litle bit sad java though adjustment be posible stil lot resorces d be avaiable java but resource be limited,miscellaneous,6
love graphic esp cofe begin content be always exceptionali have bundle,positive,1
right idea wrong language could do j c ? please,interrogative,4
muchas gracias mosh,miscellaneous,6
thanks mosh kep upgrade u,positive,1
thanks mosh can expect design patern course ?,positive,1
thanks sir wait long time,positive,1
sai man chalda gym nal krna sonda nahi sirdard kal ho rhe mata wish kro,miscellaneous,6
thank mosh,positive,1
thank,positive,1
use wikipedia source ? absolute legend,interrogative,4
finaly have wait long time thanks much mosh,positive,1
finaly wait be be course which be website ?,positive,1
can teach student java can even share video age be video be much useful teacher,positive,1
finaly be wait long thank much mosh,positive,1
god mash i 'm wait d java,positive,1
thank video,positive,1
how do learn program please tel,interrogative,4
finaly wait mosh be back christmas gift,positive,1
th coment,miscellaneous,6
thought be st view but be lasth h god job mosh,positive,1
thank much sir,positive,1
excelent video realy ned video thank much,positive,1
best leson ever,positive,1
st,miscellaneous,6
get complete htmlcs course zero hero ,miscellaneous,6
wow wish knew video start,positive,1
hey mosh wait video backend fulstack skil,imperative,5
instead learn javascript might aswel learn typescript use transpiler ?,miscellaneous,6
get job angular one ned know e completely javascript e ? because someone told e be important react but not angularis right ?,interrogative,4
thanks,positive,1
excelent video please do one backend thanks,imperative,5
los cursos en codewithmosh tienen subtitulos en español,miscellaneous,6
valuable informative sale pitch have se awesome job,positive,1
سلام من تو ایران زندگی میکنم چند سال با وردپرس کار کردم الآن شروع کردم nodejs expres یاد گرفتم با ejs یه پروژه هم درست کردم تجربه کار با جاواسکریپت دارم چه چیز های دیگه رو باید یاد بگیرم که بتونم به کمک اون از ایران برم دارم ری اکت یاد میگیرم ولی requirement ها رو که میبینم یه چیز های نوشته من نمی‌دونم چیه اصلا گیج شدم میتونید کمکم کنید,miscellaneous,6
jez dude be awesome graduate realize how litle taught year didn ’ t hear front end backend til last semester senior year,miscellaneous,6
thank much realy help lot structure learn proces,positive,1
what be future web dev tho be promising ?,interrogative,4
god luv,positive,1
take sunglas “ son bitch ” do make another useful video nice,positive,1
hi mosh where 's part backend,interrogative,4
sir what botstrap cs framework do ned learn that ?,interrogative,4
love tutorial,positive,1
thank explanation be easy beginer like,positive,1
aws cloud service should have,corrective,3
love write cs sas actualy love write javascript espacialy reactjs framework man love cod but stil ca n't get job,miscellaneous,6
thank mosh be awesome,positive,1
jesusthat make smile kudos mosh,positive,1
html cs javascript webpack adobe xdto create design react j backend start node j expres mongodb advance frontend html canvas threjs web development do react native optional android development do anyone want create complete course,interrogative,4
be frontend dev year yet i 'm stil watch video how become frontend dev impostor syndrom hit hard,miscellaneous,6
can please have backend starve,interrogative,4
be best,positive,1
wait backend stack roadmap,imperative,5
hi bro pls help which course be wel iam non background which be easy undestand les code pls telfew couses please help,imperative,5
mosh be perfect mosh be iranian ? since last name be hamedani be true be city,interrogative,4
be confuse day learn html cs get know what ned do nextso glad found chanelthank,positive,1
hey mosh kindly upload backend part thanks,imperative,5
should make course how make video like make awesome video that 's diference others,imperative,5
hey mosh thanks man,positive,1
lol wish found chanel earlier im get get burnout,positive,1
true mentor apreciate video beyond measure aproach topic be amaze,positive,1
great thanks clearing doubt,positive,1
what bostrap ? ?,interrogative,4
mosh be wait backend development vidoe,imperative,5
mosh make tutorial blockchain developer,imperative,5
be incredibly useful mosh i 'm glad get almost basic right important core,positive,1
thank,positive,1
mosh be talk like sugarwow,positive,1
useful,positive,1
can have frelance skil learn besides job skil ?,interrogative,4
be wait backend fulstack,imperative,5
mosh thank,positive,1
how much cs do know jumping javascript ?,interrogative,4
what be thought svelte ? guy,interrogative,4
what sugestion do anyone have improve amcat include fundamental math logic general aptitude amcat be design evaluate ?,interrogative,4
backend,miscellaneous,6
thank sir,positive,1
thank subscribed greting brazil,positive,1
please create video back end like,imperative,5
what have god laptop,interrogative,4
front end development hel hard,negative,2
bostrap be god save time,positive,1
be frome algerian,miscellaneous,6
thanku sir sympathy can learn urdu use software translator ?,interrogative,4
can get fre web development certificate ?,interrogative,4
clear concise explanation thanks mosh subed,positive,1
hey mosh be wait part videobackend,imperative,5
wek get hang git ? get mate learn how edit text angular website make today how do sh key update fetch push merge repository standardly one long tedious discord cal,miscellaneous,6
have spent year learn unityd along side html cs javascript jquery nodejs ejs sas have use litle mongodb aswel however year since i 've touch get work felt waisted majority 's be learn program always fel like have no idea what be fel know anywhere near enough get job therefor never wil give sadly be consider try stil remember basic but yeah would ned alot goglestack overflow get anything acomplish realy realy enjoy cod debug finish project even though i 've finish like basic websitesi be much perfectionist advice ?,interrogative,4
can get back end one ? please,interrogative,4
thanks mosh be god learn path folow,positive,1
be god information,positive,1
 network ad network conects busines want run advertisement website wish host principle atribute ad network be gathering ad space match advertiser 's ned,miscellaneous,6
that 's prety god guide folow thx,positive,1
can get backend version ?,interrogative,4
do front end developer ned comunicate client lot ? i ’ m beginer,interrogative,4
wow i 'm barn noble try figure start mosh have have make simple what take hour know not start but resource 's provide,positive,1
thanks alot,positive,1
có ai việt nam không,interrogative,4
hear reference jesus check ,miscellaneous,6
be amaze explanation but yes stil ned back end video,positive,1
thank much that 's realy helpful,positive,1
video be realy amaze someone who begin take interest field sory ignorance but nowhere can find answer question website preparation tol include many readymade theme wordpres godady have enter life what exactly do frontend developer do ? work frontends be not prominently reduce ? thanks response,interrogative,4
brother do have vue j tutorial chanel ?,interrogative,4
mosh sir be eagerly wait ur next backend skil video,imperative,5
hey mosh like fact drawout clear trajectory i 'm interested course bundle key component mention video but do wonder folow do actualy learn how deal solve real cod problem course way fel like start master content ? why be codewithmosh wel option like fc ?,interrogative,4
create course course creator teach how make interactive video,imperative,5
beautifuly explain thanks india,positive,1
thank mosh clearly explain frontend dev learn path,positive,1
hey mosh please video backend wel,imperative,5
video start,miscellaneous,6
midle finger type intro realy confuse,negative,2
f,miscellaneous,6
who be pakistan zindabad,interrogative,4
cs do have special place heart ngl,miscellaneous,6
be ok replace javascript start learn jquery instead ?,interrogative,4
fresher how get front end developer job,interrogative,4
mosh never disapoint,positive,1
can someone get job html,interrogative,4
php nodejs,interrogative,4
lovely thank wait next part,positive,1
beginer how start person want get god job cod field ? please help,interrogative,4
please next episode,imperative,5
fuck react vue be king,negative,2
perfect explain u,positive,1
wel found program generator money totaly change life 𝔾𝔼𝕋𝕄𝕆ℕℂ𝔸𝕊ℍ ℂ𝕃𝕌𝔹 අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක,miscellaneous,6
where 's sas course sitecodewithmoshcom ? ned progres typescript,interrogative,4
real amaze example,positive,1
best teacher be,positive,1
be helpful thank,positive,1
learn html cs low wek bruh,positive,1
be wonder why botstrap do not make list,interrogative,4
newbie sir mtexplorer,miscellaneous,6
what botstrap pugjs jquery json ajax jest ? ? ? ? ?,interrogative,4
back end ? ? ? ?,interrogative,4
mosh thank much certainly have structure but be definitely jumping alover place give great start point stick,positive,1
sure do have code charm smile,positive,1
thanks lot mosh hamadaniare iranian ?,interrogative,4
what wil future web development ?,interrogative,4
one question do ned do react project j project start learn t ?,interrogative,4
best video have ever se basic easy understand detailed god luck,positive,1
hey mosh great video first im sophomore colege moment know html cs javascript would enough starter can start frontend development ? i 'm field year i 'm stil kind new help be apreciate thanks,positive,1
probably best learn soft skil everyone sem focus technical ignore soft skil,positive,1
have knowledge angular instead react can go angular front end developer ?,interrogative,4
helo mr mosh thanks tutorial i 'm rely benefit have one question be should learn nodejs befor react directly react j ? thxs,interrogative,4
thanks videoplease make video backend,positive,1
mosh be wait backend development skil land first job,imperative,5
love india,positive,1
learn basic git son start cod you ’ re welcome,positive,1
can get front end developer job learn skil hr per day month ?,interrogative,4
mosh be wait backend please make u thank,imperative,5
start learn html cs month ago be lok advice recomandations be perfect thank mosh,positive,1
please make tutorial,imperative,5
i 'm bachelor busines information technology project final year i 'm use exact language html cs java script sql develop housing systemy profesor be tough,negative,2
maybe im living higly compete coutry but real requirement junior be not like video first junior must able solve program problem j must knowladge algorytms technology like botstrap webpack jadepug gulp wil plus video realy weak,negative,2
honest get job web development ned learn many language perfectly thats not easy everyone,negative,2
thank mosh,positive,1
watch video make want subscribe,positive,1
mr mosh can please make advance java video wait video,interrogative,4
like do code ned larn python wil send best video please,imperative,5
be c student,miscellaneous,6
realize i 've watch video long time even subscribed ask what be not subscribe chanel be subed do favor subscribe,positive,1
be anyone learn react month give double time lol,interrogative,4
somehow nodejs be priority slowly learn react,positive,1
please update angular ecomerce course udemy humble request mosh,imperative,5
should learn botstrap,interrogative,4
python ad come video haha,miscellaneous,6
perfect sound content take like,positive,1
backend video please,imperative,5
hey mosh be wait part videobackend,imperative,5
simple great instruction get start thanks,positive,1
example transpilers please,imperative,5
be future cs course,interrogative,4
hey mosh nice video,positive,1
want ful stack developer know html cs basic javascriptes framework like flask django python language but also want ad react resume wil god move learn react me ?,interrogative,4
actualy have learn but strugle build project portfolio intil finish,miscellaneous,6
what jquery be esential interview,interrogative,4
hi mr mosh can learn course youtube only ?,interrogative,4
person reading be precious valuable even fel like jesus love paid price cros rise third day defeat death take punishment place do inconceivable love u can revive situation no mater how mes be end life point be hope jesus be able deliver sin be able take away depresion lonelines suicidal thought etc be able heal sicknes disease have humble cal wholeheartedly wil answer set fre porn adiction masturbation which strugle almost year be close death thre time save change lustful heart can transform life let have repent sin transfer trust jesus wil give peace which surpases understand even midst trial tribulation fear grip anymore wil receive asurance eternal life believe jesus be way heaven paid fine shed sinles blod sin god work can not get u heaven be like bribe judge universe be serious thing never know last minute earth be could second hour day have forgivenes sin wil end hel can not take money rich fame u die have give acount life god have chance til be alive earth please think let pride stop know truth be prideful rebel living god forsok truth want lose humble cal jesus wherever be ask sincerely thing be true wil reveal wil open heart truth can experience personaly try lose anything jesus be come son have not repent sin turn wil end hel be not religion be relationship god be tel care even though know personaly know soul be extremely precious god reason be post be never know last moment be could anytime want end hel jesus be one who can save sin grant everlasting life life earth end may jesus reveal god bles take care,positive,1
god day sir send coment nigeria i 've folow step mention video i 've study topic html cs wschol but problem be how aply real life project but would try se what can create knowledge acquire know can send project time time can review corect lapse god bles,positive,1
great video mos not everyone emphasize give much time topic,positive,1
what cs framework ?,interrogative,4
realy help lot,positive,1
thank carer path start learn htmlcsjavascript month ago originaly have hope land front end developer job end sumer but think may take longer realize ned also learn framework host software be not give though even take time next year,positive,1
how back end development skil ?,interrogative,4
wait backend development skil video,imperative,5
realy ned,imperative,5
explain simple easy way,positive,1
another great time mosh pit,positive,1
helo mosh thank make great course video please make video data science field how much time wil take u master what thing ned learn thanks wish best luck,imperative,5
hamedani ? ? be hamedan ? ?,interrogative,4
wil post back end development ?,interrogative,4
i 've try understand how implement javascript but know start how,miscellaneous,6
botstrap be not necesary ? ? ? ? what jquery,interrogative,4
why learn web design many people recomend learn linux instead window,interrogative,4
why didnt find before,interrogative,4
be far earth informative video have ever come acros beginer onboarding thank much subscribed,positive,1
publish backend episode,interrogative,4
excelent work,positive,1
thank,positive,1
thanks be save as,positive,1
mosh be wait video give confidence step forward thanks advance but wil learn stuf land jr frontend dev remote job ? mean portfolio be empty please answer react se coment,interrogative,4
mosh simply best,positive,1
finaly first time be listen word php mosh,positive,1
take much longer learn skil would say,miscellaneous,6
hey mosh have course make udemy realy like way teach,positive,1
love what do also try explain complex idea beginer language chanel would apreciate suport ,positive,1
god step step explanation love content,positive,1
sas,miscellaneous,6
what api,interrogative,4
sas course pls,imperative,5
can learn python instead java script ? ?,interrogative,4
thank mosh,positive,1
hi mosh can make javascript tutorial focus website program,interrogative,4
hi be wait backend video please,imperative,5
what backend ? ?,interrogative,4
wiling help learn how code want practice english anybody be interest please let know,imperative,5
can make sas typescript wel ?,interrogative,4
best video sofar simple easy explain thanks,positive,1
nice,positive,1
thank motivate,positive,1
great video,positive,1
best guide beginer,positive,1
found video incredibly valuable thank much share,positive,1
get,positive,1
thank mosh,positive,1
be spot would sayalthough not dedicate front end developer have many year developer experience,miscellaneous,6
completd one course can ad linkedin profile ?,interrogative,4
realy episode be useful u thank much,positive,1
best teacher entire internet,positive,1
wait back end developer video,imperative,5
can teach botstrap please,interrogative,4
understod every bit,positive,1
mosh can please explain how can find curent location use gps python,interrogative,4
greatly explain,positive,1
sir why cant use python instead java ? what would prefer come java python be python worth learn java ?,interrogative,4
what instead react pick vue j ?,interrogative,4
would say one should know how usage aws ec lambda serverles framework make competent,miscellaneous,6
hi plz make video backend program skil thank mosh,imperative,5
thank take website design development comunity colege year ago didn ’ t quite get u ready work clas be fast have certificate but fel clueles right didn ’ t expect ned use new skil son be planing carer change later thank curent isue i ’ m go ned jump right be confuse j remember watch video you ’ re true blesing thank,positive,1
milion ?,interrogative,4
col video much love moroco,positive,1
سلام آرقای همدانی میشه به زبان فارسی مادریت آموزش بزاری ما همیشه ویدیوهاتو نگاه می کنیم ولی چون به زبان انگیلیسی ویدیو می ذاری نمی فهمیم,miscellaneous,6
react be not built facebok be bought facebok ig whatsap,corrective,3
wow amaze,positive,1
wait back end video,imperative,5
awesome path like,positive,1
plz make course net core,imperative,5
finsh html cs javascript how react course start clas component day every company prefer functional component whats advise please,interrogative,4
can make discord server,interrogative,4
can please tel which software use make type animation video plz love way teach,interrogative,4
realy amaze how broke give detailed step step guide video be priceles especialy beginer great content,positive,1
be confuse factory function constructor function saw video youtube everything be crisp clear within minute thank,positive,1
want video backend,imperative,5
what program do use make great video ?,interrogative,4
im know how create website html cs,miscellaneous,6
can get backend tho ? ?,interrogative,4
thanks interested,positive,1
thank mosh,positive,1
wel explain guide thanks,positive,1
hi mosh may know ur fluter course wil release,interrogative,4
want learn oracle sqlplsqlformsreportsweblogic serveroracle apex subscribe oracle beginers,imperative,5
can use amd ryzen procesor program ?,interrogative,4
welcome mosh i 'm gald se,positive,1
how can aply junior frontend developer job ?,interrogative,4
io developer here ?,interrogative,4
thank youmoshcan plz provide series ml data science,positive,1
why talk botstrap ?,interrogative,4
mosh wait html cs course please release asap,imperative,5
hi mosh would test fit in ?,interrogative,4
realy nice overview thanks se react angular vue be stil popular also start se svelte be climb chart,positive,1
thought python be everywhere saw,miscellaneous,6
i 'm wait django course,imperative,5
what botstrap,interrogative,4
please make video how become software enginer,imperative,5
i 'm wait backend depelopment skil,imperative,5
web development website development be hard mosh be kid,negative,2
like be must,positive,1
mosh awesome,positive,1
explain backend developer program also sir,imperative,5
mosh sir can make ful course please,interrogative,4
be redux state management system worth learn along react ?,interrogative,4
awesome hi would like speak texted mesenger but didn ’ t response please let know you ’ re available please,positive,1
thank much sirbut have learnt javawhat wil job should lok language what wil learn path acomplish this ?,interrogative,4
i 'm god go someone hire,imperative,5
what tailwindcs,interrogative,4
already frontend developer year frelancer stil love video god content always,positive,1
mosh love course want buy membership website do acept paypal ? i 've already sent email but have yet receive reply,interrogative,4
know what think be true but think muslim have atitude muslim work hard lie folower god personi wish best bro realy realy help thanks lot,positive,1
hey mosh love course can please make one html would prefer learn,interrogative,4
thank lot mosh,positive,1
please do portfolio review,imperative,5
mosh html cs j month st wek nd wek rd wek gogle be template cant make wel quit have enough knowledge edit template have enough,miscellaneous,6
be always excite se new video be something great leson ca n't wait mosh,imperative,5
thanks thought,positive,1
what cs framework ?,interrogative,4
god explanation,positive,1
mosh be someone who be help young developer hel lotbig thanks youim curently learn frontend web development amaze video be huge suport u thankyou much mosh,positive,1
thank much mosh be best please do roadmaps have drift aimlesly til day unity android dev java aspnet sql html wordpresdrag drop stuf master anything please help web dev want frelance upwork but stil not god do be refuge wil change life ever thank much work,imperative,5
be confuse beginer but solve problem thanks man respect,positive,1
hey mosh please make video de path become data scientist thanks,imperative,5
please do video testdriven development thanks advance,imperative,5
html course be ready yet give u intro plz,interrogative,4
backend,interrogative,4
do have html cs j course start ? thanks information,interrogative,4
please make backend video,imperative,5
mosh be enough make everything easy,positive,1
thanks mosh i 've lok video help understand what skil be ned frontend development,positive,1
great mosh,positive,1
love video curiosity be ever go do tutorial series canvas ?,interrogative,4
do gogle chrome change default style today ? buton lok diferent,interrogative,4
honest be king program,positive,1
thankswaiting next episode backend developer,imperative,5
mosh want learn advance react but cant aford course can upload youtube pease,imperative,5
one say start instead java script want fast build website,miscellaneous,6
html cs be not language,corrective,3
thank mosh,positive,1
mosh fluter course,miscellaneous,6
do have dedicate suport student who buy course ? ? ?,interrogative,4
rely number knew frontend have campus placement base frontend day finish scratch ar land job p knew python dsa wel beforehand but barely help learn day go,imperative,5
wil html cs course can start son,interrogative,4
i 'm wait fluter course,imperative,5
himosh curently i 'm work api 's like mulesoft i 'm interested learn web devlopment video give ful picture how start please give clarity node expres necesity,imperative,5
sir please make video how solve problem efectively can find solution give problem but often come best solution,imperative,5
i 've no idea how wordpres come play could maybe explain,interrogative,4
mosh tremendous skil explain complex thing easy way understand,positive,1
thank much,positive,1
man nail,positive,1
fabulous,positive,1
به به به چقدر حال میکنم با این سری که دارین میسازین استاد بیان روان موزیک بکگراند ملایم مناسب اسلایدهای متناسب کالرفول توضیح خوب روی انیمیشن ها که به راحتی داخل ذهن میمونه چونکه هرچقدر بیشتر حس های گانه باهم روی یک کانسپت مچ بشن فرامویش خیلی کمتره یادگیریش خیلی بالا مثل همیشه عالی مثل همیشه یک حرفه خودتون استاد فقط اون عکس ساختمون بنا احتمال میدم ایرانی باشنا قشنگ معلومه,miscellaneous,6
please make video fluter,imperative,5
god content usual,positive,1
be lot website but know which idea be great develop learn be enough ?,interrogative,4
mosh plz make video django,imperative,5
can make course data structure algorithm python wil great help,interrogative,4
mosh 's method teach be,positive,1
would please make similar video data science ? ?,interrogative,4
informative video,positive,1
great ned tol like botstrap photoshop ilustrator etc become front end ?,interrogative,4
please make one backend,imperative,5
thanks great video,positive,1
hi mosh be video back end go uploaded son ?,interrogative,4
thanks info purchase python course be realy like be realy helpful be interested course wel thanks,positive,1
please make video backend focus django plz,imperative,5
can make course use front back end skil implement big project ?,interrogative,4
wil release htmlcs course ?,interrogative,4
how build project use skil ? ? would realy helpful,interrogative,4
thanks mosh discipline learn consistently be real chalenge seperates viewer,positive,1
be makimg course,interrogative,4
hey mosh everything be excelent youtube video but come buy course indian take fot back se course price humble request can say many indian please make course fe bit les can learn new technology paid course love india discount course,imperative,5
learn experience learn html cs j react totaly struck how build project take simple website build be totaly struck can cover video how build project learn technical detail ? eg know take make cake but know how make cakemost author youtube cover technical detail wel include but find anyone explain how build project learn technical detail that 's what wil land st jobthanks advance,interrogative,4
wewantaws,miscellaneous,6
thanks video what algorithm ? can land front end job even junior without solve algorithm ? i 'm not sure,interrogative,4
ned litle bit help mosh sir humble request please make end end html cs course beginer shal highly oblige,imperative,5
do stil recomend aspnet viable carer path ?,interrogative,4
realy want html cs tutorial love ur video,positive,1
excelent mr mosh how course graphql ?,interrogative,4
be way achieve suces cod without graduate best colage should quit living be sure be not get one,interrogative,4
mosh make test course jest angular react pls,imperative,5
forget cover ful stack backend dev skil path love india,imperative,5
thank guide,positive,1
i 'l go angular,miscellaneous,6
knowledgeable useful video great work mosh,positive,1
mosh habudani think corectly spel name,miscellaneous,6
thank sir,positive,1
be god learn javascript typescript ? please let know,interrogative,4
moshow can make cros browser website system can use,interrogative,4
hei what tutorial backend make dynamic website please help,interrogative,4
brother make video apis please fuly detailed video example use how use bla bla anything please request pakistani brother,imperative,5
yes be useful god one,positive,1
viewer be india,miscellaneous,6
checkout chanel fre course,miscellaneous,6
mosh could please tel which software be use animate video,interrogative,4
which video edit software be use animation be make web dev tutorial wel,interrogative,4
typescript,miscellaneous,6
god work but please can provide u esential skil ned backend developer,imperative,5
great content mosh,positive,1
botstrap django revisiteda petition,miscellaneous,6
what do think guy can work front end developer without experience,interrogative,4
be html course release,interrogative,4
mosh make course machine learn ai,imperative,5
murshid pak ustad ge,miscellaneous,6
please make fre depth course dot net,imperative,5
pls make video web development,imperative,5
bro plz try upload asap,imperative,5
wet sesion,imperative,5
god morning sr,miscellaneous,6
would please do guide line backend ai have learn python framework quiet sometime want know what should do next,interrogative,4
be anyone india,interrogative,4
humble request make video back end skil regard,imperative,5
anyone bought moshs python course ? lot money,interrogative,4
thank mosh pure efort explain way be wiling would like react developer,positive,1
halim afghanistanwaiting,miscellaneous,6
wan na ful stack web developer,imperative,5
great thanks moshnext machine learn explain be math be important machine learn ?,positive,1
wow,positive,1
kotlin apisql cource plz,imperative,5
helo teacher,miscellaneous,6
great,positive,1
mrmosh be search internetbut ca n't se teacher like,positive,1
be wait next java course which be mention first java course can tel can get course,interrogative,4
be great jobthank help ous,positive,1
can yearold get python certification ?,interrogative,4
sir ca n't aford wait plz tel u html cs course be comingi ca n't se teacher like you ? ?,interrogative,4
try ap be no youtube ad,imperative,5
i 've always wait sort guideline video chanel,miscellaneous,6
mosh be best mentor,positive,1
first,miscellaneous,6
thanks watch hope help guy learn python sure check chanel kylie ying folow social medium twiterig kylieying fun cod contentyoutube kylie ying kylieying twiter kylieying instagram kylieying ,miscellaneous,6
wow be gorgeous btw,positive,1
love folow along project cant learn reading text be visual learner,positive,1
girl ca n't code lol,negative,2
hi beautiful girl which kind math would ned strongly great programer python ? be important can use answer next semester enrolment thanks,interrogative,4
be use bok learn get use syntax logical think wil come fre code camp work project hope not copy paste code but able understand do way refer great programer se aproach get stuck use program long ago stop dive cybersecurity later felt like cod be realy thing be blend two wish luck save video later sek twice have great conclusion,positive,1
thanks,positive,1
sem project base practice make ready python development,miscellaneous,6
start project jupyter notebok get stuck hangman have no clue jsons import 'em get do get v code instal hop complete project learn lot new skil include json file type bunch thing which have no idea thanks amaze fre content frecodecamp,positive,1
how do run computer version number gueser ? everytime run run number gueser without computer,interrogative,4
wow logic hangman game be crazy great chalange though go hop finish end may,positive,1
warn video beginer,negative,2
mam please tel which software use code python learn idle pythonand want use software be use,imperative,5
rate thanks kylie,miscellaneous,6
write emacs second problem random number but run ubuntu terminal show nothing,negative,2
highly recomend listen madlib lop diga work first project,imperative,5
hey try rock paper game without use def stil work can one tel why use def what 's use,interrogative,4
use time stamp,miscellaneous,6
thank,positive,1
number gues have bug incrementdecrement limit wil give eror mesage,miscellaneous,6
which platform create project ? ? can someone help,interrogative,4
nice teach kylie do have scratch video python beginer,interrogative,4
know which be awesome project kylie ying be cute,positive,1
i 've watch first hour already know one brightest mind i 've ever se,positive,1
god program not teach,negative,2
nice lady power learn,positive,1
mis mike dane 's,miscellaneous,6
today msg gateway timeout,miscellaneous,6
import random def play choice rock paper scisors userinput inputrock paper scisors s ? userinput userinput userinput userinput input invalid input please enter capital indicate choicenrock paper scisors s ? userinput userchoice elif userinput userchoice elif userinput userchoice computerchoice randomrandint lenchoices printfthe computer chose choicescomputerchoice result computerchoice userchoice result tie elif computerchoice userchoice lenchoices result computer win elif computerchoice userchoice lenchoices lenchoices result win printresult goagain inputgo yn ? goagain printn play else return play,miscellaneous,6
do mention goldilocks zone ? program ? xd love girl haha,interrogative,4
thanks kylie awesome,positive,1
ca n't get tiktaktoe right no mater what do,negative,2
question be dab do,interrogative,4
how do ad hashtags like that ?,interrogative,4
be another way do rock paper scisors import random def game user inputrockr paperp scisorslower bot randomchoicer printfthe bot picked bot user bot printie elif user bot user bot user bot printyou win else printyou lose game,miscellaneous,6
kylie who ever know gues number user computer download code open pycharm program work but user mode also provide read file but saw nothing way explanation how run program make change etc point be come briliant person know many u beginer idiot se obvious why thorough explanation how use program ? do figure how play computer gues ' mode but stil not sure be supose enter number want comp gues ? asume be cal function place but understand computer gues quickly try suspect understand logic code wel either anyone know something this ? tia,interrogative,4
great content weight 'and,interrogative,4
tictactoe be hard i 'l kep try,negative,2
thanks learn lot project be scratch surface point right direction,positive,1
sudoku solver,miscellaneous,6
do have order ?,interrogative,4
great,positive,1
let compare price etherieum which be around hahaha would invest time,imperative,5
try run atom show blank console but run anywhere else work ? please help ?,interrogative,4
わかりやすい,miscellaneous,6
what editor be use ?,interrogative,4
how do make randomizes who go first tic tac toe ?,interrogative,4
